kabupaten,province,year,temperature_mean_c,temperature_max_c,temperature_min_c,rainfall_mm_year,precip_hours_day,humidity_pct,sunshine_hrs_day,shortwave_radiation,et0_mm_day,vapour_pressure_def,wind_speed,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_temperature,yield_ton_ha
Kediri,Jawa Timur,2020,26.4615,30.7216,23.6811,2414.8,8.041,81.7678,9.5646,18.4014,4.12014,1.67784,12.6429,0.29706,0.27912,27.8167,5.938
Kediri,Jawa Timur,2021,26.2668,30.5471,23.4619,2381.9,7.7342,81.8,9.2632,18.2036,4.0383,1.66633,12.3071,0.300244,0.286636,27.4592,5.645
Kediri,Jawa Timur,2022,25.8827,30.0827,23.2,3010.9,7.3397,83.4575,9.0228,18.4712,3.93608,1.42542,11.9838,0.340589,0.331452,26.8923,5.747
Kediri,Jawa Timur,2023,26.649,31.5101,23.5066,1746.8,4.9452,76.874,10.0536,20.1407,4.79699,2.08285,14.709,0.245189,0.236066,28.3351,5.87
Kediri,Jawa Timur,2024,27.016120218579236,31.833333333333332,24.02950819672131,2059.3,6.163934426229508,78.50546448087432,9.784486012446873,19.729016393442624,4.629699453551913,2.009562841530055,13.443169398907104,0.25759562841530054,0.23620765027322405,28.59426229508197,5.708
Kediri,Jawa Timur,2025,26.318356164383562,30.832876712328765,23.538630136986303,2084.5,6.767123287671233,81.91232876712328,9.472334101978692,18.874602739726026,4.1257534246575345,1.7147671232876711,11.089863013698631,0.2585178082191781,0.28446027397260276,27.344657534246572,5.799
Kendal,Jawa Tengah,2018,27.155890410958904,30.7441095890411,24.14958904109589,1495.8,5.238356164383561,75.07397260273973,10.27664289193303,20.687424657534248,4.646,1.83986301369863,9.27068493150685,0.26514794520547946,0.258841095890411,28.99041095890411,5.412
Kendal,Jawa Tengah,2019,27.357,31.0537,24.2112,1665.7,5.8904,75.4192,10.457,21.2008,4.7231,1.91112,8.8436,0.261718,0.253058,29.1222,5.882
Kendal,Jawa Tengah,2020,27.3098,30.7656,24.4445,2576.9,7.9508,79.8361,9.851,19.898,4.31123,1.66527,8.3874,0.297918,0.280623,28.5795,5.425
Kendal,Jawa Tengah,2021,26.9175,30.2693,24.1101,2566.2,7.9507,80.7096,9.5962,19.4852,4.16148,1.54616,8.6948,0.305504,0.293329,28.0381,5.527
Kendal,Jawa Tengah,2022,26.6123,30.0551,23.8003,2603.2,7.4548,82.1863,9.4945,19.8024,4.13025,1.40564,8.16,0.337811,0.324364,27.5244,5.208
Kendal,Jawa Tengah,2023,27.4707,31.4532,24.0348,1578.6,5.2247,74.5041,10.46,21.5112,4.81808,2.01616,9.1433,0.228584,0.233986,29.3718,5.375
Kendal,Jawa Tengah,2024,27.67431693989071,31.675409836065576,24.26366120218579,1940.1,6.306010928961749,76.8743169398907,10.176510716454159,20.969071038251368,4.630737704918032,1.9464207650273224,8.102459016393443,0.22999180327868854,0.22228142076502733,29.586612021857924,5.998
Kendal,Jawa Tengah,2025,27.207397260273975,31.208493150684934,23.982191780821918,2232.9,7.383561643835616,78.4,9.668531445966513,19.808109589041095,4.315315068493151,1.8610136986301369,8.036986301369863,0.236813698630137,0.1909013698630137,28.84931506849315,5.433
Klaten,Jawa Tengah,2018,26.226575342465754,31.407123287671233,22.761095890410957,1266.9,5.076712328767123,75.81369863013698,9.914584695585996,18.87145205479452,4.292164383561644,2.2553972602739725,9.795890410958904,0.3584301369863014,0.3340630136986301,28.737260273972602,5.793
Klaten,Jawa Tengah,2019,26.477,32.2625,22.6984,1648.9,5.7342,75.4658,10.0755,19.7393,4.50236,2.50726,9.311,0.335855,0.302115,29.1849,5.774
Klaten,Jawa Tengah,2020,26.2921,30.9238,23.1866,2231.2,8.0574,80.8743,9.2992,18.0984,3.92656,1.86104,8.3194,0.400388,0.384945,27.9626,5.324
Klaten,Jawa Tengah,2021,26.1721,30.8877,22.9781,1873.2,7.6767,80.2137,9.1444,18.0549,3.93137,1.90471,8.4542,0.389814,0.361901,27.8942,5.766
Klaten,Jawa Tengah,2022,25.6285,30.2367,22.6614,2738.0,7.9315,82.8466,8.842,18.1024,3.79252,1.60088,8.6337,0.426345,0.400027,27.0545,5.313
Klaten,Jawa Tengah,2023,26.3416,31.7932,22.7258,1472.6,5.263,76.5534,9.9974,20.1164,4.53364,2.29863,10.4085,0.362164,0.356118,28.4156,5.497
Klaten,Jawa Tengah,2024,26.5620218579235,31.799726775956287,23.182240437158473,1956.5,6.191256830601093,79.0846994535519,9.740148368245293,19.70688524590164,4.366010928961749,2.1095081967213116,9.461475409836066,0.37804098360655736,0.36215300546448087,28.39808743169399,5.623
Klaten,Jawa Tengah,2025,26.22246575342466,31.435342465753422,22.97945205479452,2226.5,7.454794520547945,80.22739726027397,9.229511773211568,18.647506849315068,4.074657534246575,2.054328767123288,8.382465753424658,0.3512027397260274,0.2834767123287671,28.013424657534244,5.322
Kota Bandung,Jawa Barat,2018,23.00630136986301,28.19671232876712,18.728219178082192,1418.1,5.46027397260274,76.0986301369863,9.743433934550989,18.670712328767124,3.8632328767123285,1.8250684931506849,6.908493150684931,0.3020520547945205,0.29767671232876713,24.225753424657533,5.993
Kota Bandung,Jawa Barat,2019,23.2759,28.8008,18.7395,1998.8,6.0219,74.9342,9.9916,19.6102,4.10921,1.99041,6.8836,0.290041,0.288403,24.434,6.023
Kota Bandung,Jawa Barat,2020,23.0522,27.6429,19.4044,2711.3,8.6913,80.9645,9.1692,17.5786,3.5529,1.47096,6.8224,0.352363,0.34674,23.5115,6.328
Kota Bandung,Jawa Barat,2021,22.6844,27.3085,18.9529,2190.1,8.3425,81.6822,9.0512,17.8084,3.53411,1.41479,6.4408,0.362315,0.357953,23.0904,6.921
Kota Bandung,Jawa Barat,2022,22.5581,27.3636,18.7184,2131.7,6.9644,82.1589,8.9827,18.0818,3.56466,1.38715,6.2222,0.360162,0.355033,23.043,7.221
Kota Bandung,Jawa Barat,2023,23.0236,28.4392,18.4268,1422.6,5.411,77.2219,9.894,19.8352,4.0423,1.81951,6.6729,0.290112,0.293266,23.9778,7.019
Kota Bandung,Jawa Barat,2024,23.196994535519128,28.373770491803278,18.983606557377048,2297.8,6.144808743169399,79.27868852459017,9.675452223740134,19.136857923497267,3.8680601092896176,1.6399453551912568,6.160109289617486,0.31452185792349724,0.3219098360655738,23.83251366120219,6.959
Kota Bandung,Jawa Barat,2025,23.22082191780822,27.96082191780822,19.67041095890411,2263.6,7.156164383561644,79.24657534246575,9.187212245053274,18.561561643835617,3.7344109589041095,1.6265479452054796,5.148767123287671,0.24623561643835618,0.27953150684931505,24.175616438356165,6.906
Kota Banjar,Jawa Barat,2018,25.534794520547948,29.333150684931507,22.759452054794522,2243.1,8.994520547945205,83.59178082191781,9.355447701674278,16.86104109589041,3.4811506849315066,1.3430136986301369,5.658630136986302,0.31823287671232875,0.30510958904109586,26.906301369863012,5.602
Kota Banjar,Jawa Barat,2019,25.7014,29.6233,22.894,1957.2,9.789,83.3397,9.5747,17.3262,3.59696,1.4191,5.7923,0.305775,0.292759,27.0395,5.686
Kota Banjar,Jawa Barat,2020,25.8399,29.1243,23.4645,4083.3,14.2077,87.5082,8.4751,15.5491,3.15131,1.0441,5.0131,0.388795,0.383194,26.6383,5.309
Kota Banjar,Jawa Barat,2021,25.8392,29.403,23.2556,3001.5,12.0301,86.1753,8.5629,16.247,3.31216,1.17312,4.9789,0.361825,0.343132,26.6951,6.224
Kota Banjar,Jawa Barat,2022,25.523,29.2992,22.8447,3412.7,10.2986,86.8932,8.1766,16.5983,3.34633,1.12342,4.9701,0.38254,0.376121,26.4455,5.231
Kota Banjar,Jawa Barat,2023,25.8992,30.2085,22.677,1859.8,8.0548,82.2767,9.4235,18.3773,3.83132,1.57814,5.6384,0.289252,0.271468,27.2447,5.669
Kota Banjar,Jawa Barat,2024,26.32650273224044,30.748360655737702,23.275956284153004,2504.7,8.92896174863388,83.36338797814207,9.320262780813602,18.217677595628416,3.8017759562841533,1.5849180327868853,5.280601092896175,0.3026830601092896,0.27412841530054644,27.538251366120218,6.046
Kota Banjar,Jawa Barat,2025,25.813972602739728,30.384657534246575,22.953424657534246,3037.6,9.635616438356164,86.41369863013699,8.775843302891932,17.36194520547945,3.5551232876712326,1.4743287671232876,4.3183561643835615,0.37273698630136987,0.3680219178082192,26.427671232876712,5.978
Kota Batu,Jawa Timur,2018,21.456438356164384,25.456438356164384,18.66109589041096,2888.4,7.284931506849315,83.85479452054794,9.594531750380519,17.903835616438354,3.449232876712329,1.1932054794520548,5.344657534246576,0.4024958904109589,0.39073424657534245,23.648493150684935,6.738
Kota Batu,Jawa Timur,2019,21.7896,26.0981,18.7499,3898.3,7.3836,82.6877,9.9483,19.0482,3.71277,1.33964,5.3488,0.399285,0.394085,24.1564,6.353
Kota Batu,Jawa Timur,2020,21.7746,25.268,19.156,4340.2,9.2022,86.8989,9.4041,17.5181,3.32702,0.95716,4.9145,0.441361,0.432325,23.3686,6.65
Kota Batu,Jawa Timur,2021,21.5268,25.086,18.9277,3932.2,9.1671,87.3096,9.0858,17.1632,3.23866,0.92956,4.9299,0.45566,0.450953,22.8918,6.967
Kota Batu,Jawa Timur,2022,21.4674,25.0721,18.8877,3325.8,8.5781,87.3699,9.0407,17.5024,3.28548,0.91781,5.0038,0.447652,0.440699,22.9537,6.383
Kota Batu,Jawa Timur,2023,21.4447,25.4496,18.5153,2390.9,7.3781,85.2658,9.7277,19.0048,3.60342,1.11753,5.2427,0.412433,0.404715,23.3556,6.686
Kota Batu,Jawa Timur,2024,21.770765027322405,25.645355191256833,18.967486338797816,3251.7,7.879781420765028,86.29781420765028,9.677288137522767,18.66426229508197,3.5397814207650273,1.0492349726775956,4.878688524590164,0.430344262295082,0.42396448087431693,23.344808743169402,7.272
Kota Batu,Jawa Timur,2025,21.587945205479453,25.893972602739723,18.913424657534247,3903.2,8.427397260273972,85.51506849315068,9.338424360730594,18.042328767123287,3.4644657534246575,1.1704931506849316,4.48,0.4395013698630137,0.4410931506849315,22.392876712328768,5.899
Kota Bekasi,Jawa Barat,2018,27.015616438356165,31.448493150684932,23.59068493150685,1845.3,6.6,78.43287671232876,10.035314284627093,18.390849315068493,4.034054794520548,1.989890410958904,7.163013698630137,0.3073698630136986,0.2978821917808219,28.88849315068493,5.573
Kota Bekasi,Jawa Barat,2019,27.4167,32.1885,23.7403,2002.2,7.2082,77.2548,10.3302,19.2121,4.25551,2.21825,6.5685,0.281463,0.253666,29.3986,5.876
Kota Bekasi,Jawa Barat,2020,26.9279,31.1448,23.7814,2933.8,9.6967,82.4809,9.2069,17.1648,3.69626,1.73863,6.7421,0.340262,0.32521,28.0762,5.63
Kota Bekasi,Jawa Barat,2021,26.5679,30.7556,23.423,2781.3,9.4027,83.2986,9.0181,17.2679,3.6503,1.63701,6.4841,0.348518,0.335619,27.68,4.821
Kota Bekasi,Jawa Barat,2022,26.3849,30.926,23.1792,2861.0,7.9589,83.7452,9.2446,18.2711,3.82014,1.6257,6.4605,0.359277,0.344027,27.6334,4.115
Kota Bekasi,Jawa Barat,2023,27.3389,32.5077,23.5964,2152.7,6.4904,77.9178,10.0982,19.5288,4.31762,2.29411,6.9523,0.284236,0.268871,29.0005,4.29
Kota Bekasi,Jawa Barat,2024,27.482513661202187,32.3844262295082,24.018306010928963,2735.8,7.434426229508197,79.99180327868852,9.791387393746204,19.116475409836067,4.153633879781421,2.0865573770491803,6.600819672131148,0.299448087431694,0.281775956284153,28.96639344262295,4.286
Kota Bekasi,Jawa Barat,2025,27.12164383561644,31.570410958904112,24.053972602739726,2860.6,7.983561643835617,80.98082191780821,9.337978896499237,18.521260273972604,3.9706849315068493,1.8848219178082193,6.3221917808219175,0.24738630136986303,0.259772602739726,28.516712328767124,4.881
Kota Blitar,Jawa Timur,2018,25.020273972602737,29.225753424657533,21.811780821917807,1834.2,7.010958904109589,82.01917808219179,9.652922503805174,18.12991780821918,3.828849315068493,1.5472876712328767,9.743561643835617,0.18115068493150685,0.1759917808219178,27.083561643835615,6.412
Kota Blitar,Jawa Timur,2019,25.3093,30.0137,21.8145,1744.4,6.5699,81.2,10.028,19.2657,4.12805,1.74597,9.7715,0.162425,0.144551,27.7671,6.674
Kota Blitar,Jawa Timur,2020,25.2617,29.1317,22.3413,2728.2,9.0847,85.4973,9.4013,17.7643,3.61432,1.275,8.8702,0.225003,0.21527,26.5044,6.838
Kota Blitar,Jawa Timur,2021,25.1025,29.0523,22.183,2944.2,9.0247,85.0849,8.9919,17.4135,3.55562,1.30707,8.6186,0.221778,0.206792,26.3052,6.546
Kota Blitar,Jawa Timur,2022,24.883,28.8145,22.0184,3161.2,8.8932,85.7671,8.8173,17.7599,3.55674,1.18866,8.2751,0.248181,0.239071,26.0282,7.158
Kota Blitar,Jawa Timur,2023,25.2285,29.7751,21.7967,1562.5,6.3014,81.8356,9.9249,19.8104,4.14321,1.63326,9.8041,0.166022,0.151501,27.1115,7.166
Kota Blitar,Jawa Timur,2024,25.659016393442624,30.159562841530054,22.388524590163936,2240.7,7.248633879781421,82.9672131147541,9.593988395567699,19.1124043715847,4.026256830601093,1.592568306010929,9.230601092896174,0.18209562841530055,0.1660327868852459,27.29590163934426,6.484
Kota Blitar,Jawa Timur,2025,25.124931506849315,29.609041095890408,22.21123287671233,2828.3,8.087671232876712,84.96438356164384,9.181393105022833,18.261397260273974,3.721123287671233,1.4608767123287671,7.7336986301369866,0.24995616438356164,0.25480821917808216,25.768767123287674,7.25
Kota Bogor,Jawa Barat,2018,25.869315068493147,30.343835616438355,22.472328767123287,1812.3,6.712328767123288,77.51780821917808,9.654472617960426,17.941972602739725,3.88986301369863,1.887205479452055,6.263287671232876,0.4114027397260274,0.39234794520547944,27.635890410958904,5.138
Kota Bogor,Jawa Barat,2019,26.1663,30.9825,22.5153,2142.6,7.211,77.2274,9.9458,18.8285,4.06715,2.05386,5.6759,0.399633,0.389132,27.8581,4.885
Kota Bogor,Jawa Barat,2020,25.7205,29.668,22.6858,3124.7,9.4754,82.3525,8.7637,16.7725,3.52399,1.48459,5.4495,0.437839,0.425148,26.6702,4.57
Kota Bogor,Jawa Barat,2021,25.3329,29.1348,22.3419,3206.3,9.0959,83.2466,8.6838,16.9193,3.49422,1.32277,5.3326,0.457405,0.450025,26.1764,4.769
Kota Bogor,Jawa Barat,2022,25.2786,29.3238,22.231,2814.8,7.5151,82.6795,8.7634,17.5517,3.62975,1.35482,5.6605,0.449948,0.438088,26.2888,5.402
Kota Bogor,Jawa Barat,2023,26.2184,31.2312,22.4197,1882.6,6.1342,77.1753,9.7239,19.2233,4.13973,2.10885,5.7825,0.383395,0.3698,27.7923,4.799
Kota Bogor,Jawa Barat,2024,26.41584699453552,31.257103825136614,22.83497267759563,2375.8,6.73224043715847,79.73497267759562,9.520009980267153,18.80065573770492,4.014562841530054,1.93551912568306,5.289071038251366,0.40538797814207655,0.3900054644808743,27.888524590163936,5.305
Kota Bogor,Jawa Barat,2025,25.94630136986301,30.675890410958907,22.518082191780824,2727.1,7.498630136986302,81.07945205479452,9.09256393455099,18.039506849315067,3.803698630136986,1.7857260273972602,5.494520547945205,0.34880547945205476,0.3765671232876712,27.238630136986302,5.723
Kota Cilegon,Banten,2018,26.383013698630133,29.397808219178085,23.725479452054792,1870.4,8.95068493150685,84.08493150684932,10.16365300608828,18.718,3.826739726027397,1.304,8.457260273972603,0.21424931506849312,0.1979041095890411,28.003013698630138,4.806
Kota Cilegon,Banten,2019,26.7151,29.9677,23.7701,1659.7,8.4795,82.9178,10.6701,19.6605,4.05515,1.46438,7.5932,0.185573,0.146616,28.5197,5.562
Kota Cilegon,Banten,2020,26.5388,29.4847,24.0577,3068.2,11.5191,86.4945,9.613,18.024,3.64735,1.19869,8.0719,0.237202,0.217492,27.6347,5.126
Kota Cilegon,Banten,2021,26.3425,29.2142,23.8545,2385.8,10.0521,86.3534,9.7369,18.3963,3.69847,1.16526,7.8814,0.240666,0.227142,27.2622,5.255
Kota Cilegon,Banten,2022,26.1962,29.169,23.6797,2696.3,9.3041,85.9315,9.6461,18.7319,3.75907,1.14156,8.7153,0.264148,0.259696,27.0668,5.293
Kota Cilegon,Banten,2023,26.7573,30.3288,23.4825,1840.4,7.7589,80.8137,10.456,20.0605,4.20427,1.58003,8.3288,0.180395,0.160589,28.3701,5.325
Kota Cilegon,Banten,2024,26.767213114754096,30.279781420765026,23.709016393442624,2431.0,8.710382513661202,83.46448087431693,10.183519801153611,19.612158469945356,4.0757377049180326,1.3962841530054646,8.406010928961749,0.19909836065573772,0.18692622950819673,28.1103825136612,5.307
Kota Cilegon,Banten,2025,26.613150684931504,30.145753424657535,23.707123287671234,2655.2,9.509589041095891,82.55616438356165,9.548795776255707,18.750657534246574,3.941013698630137,1.4881643835616436,9.611780821917808,0.16234246575342468,0.15284383561643836,27.932328767123284,5.057
Kota Cimahi,Jawa Barat,2018,21.827671232876714,26.321643835616438,18.413424657534247,2664.6,7.32054794520548,81.0958904109589,9.612764847792999,18.590931506849316,3.632931506849315,1.3735890410958904,6.443561643835617,0.33314246575342465,0.3272438356164384,23.15945205479452,5.551
Kota Cimahi,Jawa Barat,2019,22.2586,27.1438,18.4874,2984.7,7.7014,78.9644,9.8896,19.4305,3.88216,1.58608,6.2556,0.31791,0.311318,23.5658,5.732
Kota Cimahi,Jawa Barat,2020,21.9749,25.9899,19.0189,4036.3,10.3115,85.1557,8.9744,17.4661,3.34571,1.10888,6.2806,0.384964,0.385008,22.5877,5.645
Kota Cimahi,Jawa Barat,2021,21.651,25.6784,18.6734,3959.7,10.4384,85.8712,8.9123,17.8352,3.36181,1.06405,6.1345,0.393715,0.394153,22.2811,5.778
Kota Cimahi,Jawa Barat,2022,21.5614,25.7296,18.5701,3525.3,8.8082,85.9507,8.8153,18.0477,3.39225,1.03058,5.8622,0.390532,0.389781,22.2937,5.673
Kota Cimahi,Jawa Barat,2023,21.8997,26.657,18.1093,2474.7,7.6082,81.8603,9.773,19.7035,3.80033,1.37726,5.8614,0.337101,0.329329,22.8238,5.75
Kota Cimahi,Jawa Barat,2024,22.02896174863388,26.666939890710385,18.5327868852459,3385.1,8.28688524590164,83.63661202185793,9.441782991803278,18.97360655737705,3.6485519125683057,1.2541803278688524,5.249453551912568,0.36939071038251364,0.37082786885245905,22.754644808743173,6.138
Kota Cimahi,Jawa Barat,2025,21.8586301369863,26.67917808219178,18.7586301369863,3152.6,8.775342465753425,83.69041095890411,8.997446331811263,18.484219178082192,3.557780821917808,1.3491780821917807,4.772054794520548,0.377172602739726,0.38247123287671236,22.53178082191781,5.933
Kota Cirebon,Jawa Barat,2018,27.61123287671233,31.63917808219178,24.440273972602743,1502.0,4.298630136986302,72.23561643835616,10.412965677321157,19.91745205479452,4.91013698630137,2.1584657534246574,10.7986301369863,0.15922191780821918,0.16279452054794522,29.394520547945206,5.072
Kota Cirebon,Jawa Barat,2019,27.8701,32.0904,24.5003,1833.0,5.0548,71.1699,10.53,20.3076,5.10532,2.29458,11.014,0.133573,0.123696,29.8501,4.72
Kota Cirebon,Jawa Barat,2020,27.7516,31.4087,24.9202,2782.0,7.5246,76.3852,9.7645,18.5664,4.46932,1.90637,10.1462,0.180478,0.155891,29.068,4.567
Kota Cirebon,Jawa Barat,2021,27.4173,31.2263,24.4323,2549.0,7.3205,77.3616,9.6938,18.6314,4.33534,1.90208,9.6825,0.17829,0.151447,28.7625,5.372
Kota Cirebon,Jawa Barat,2022,27.1551,31.0058,24.2649,2249.4,6.4959,79.1096,9.6822,19.0315,4.25288,1.75247,8.6786,0.204603,0.189373,28.1964,5.393
Kota Cirebon,Jawa Barat,2023,27.9751,32.6863,24.1499,1608.9,4.4904,71.126,10.4492,20.6286,5.00005,2.47858,9.7978,0.143649,0.11703,29.663,5.612
Kota Cirebon,Jawa Barat,2024,28.227595628415298,32.777049180327865,24.55710382513661,2118.3,5.448087431693989,73.10655737704919,10.282655646630236,20.17912568306011,4.797814207650274,2.3224863387978143,8.592896174863387,0.142724043715847,0.13631967213114754,29.88715846994536,6.394
Kota Cirebon,Jawa Barat,2025,27.796438356164387,31.77972602739726,24.816986301369866,2404.8,6.597260273972603,75.63013698630137,9.770895129375951,19.199205479452054,4.3640547945205475,2.0061917808219176,7.543287671232878,0.15967671232876712,0.17713972602739728,29.433972602739725,5.405
Kota Depok,Jawa Barat,2018,26.475890410958907,31.314520547945204,22.97917808219178,2152.0,6.950684931506849,78.27945205479452,9.769586719939117,18.25794520547945,3.962082191780822,2.058219178082192,6.350958904109588,0.41982191780821915,0.4051917808219178,28.315616438356166,5.697
Kota Depok,Jawa Barat,2019,26.7918,32.0411,23.0414,2204.5,7.3205,77.7836,10.0133,18.9587,4.12164,2.27014,5.5479,0.405247,0.391238,28.5488,5.472
Kota Depok,Jawa Barat,2020,26.2801,30.7014,23.0735,3426.1,9.6803,83.1885,8.7983,16.9791,3.59109,1.66243,5.8634,0.450609,0.441325,27.2743,6.106
Kota Depok,Jawa Barat,2021,25.9003,30.1986,22.7438,3138.8,9.3753,84.2603,8.7037,17.1841,3.56068,1.51419,5.5499,0.458644,0.452348,26.8578,5.383
Kota Depok,Jawa Barat,2022,25.7038,30.3101,22.506,3019.9,7.6603,84.6082,8.8363,17.962,3.68825,1.50019,5.6967,0.46654,0.464463,26.7704,4.957
Kota Depok,Jawa Barat,2023,26.634,32.077,22.7641,2200.2,6.4466,78.7342,9.8374,19.5261,4.20521,2.23855,5.9356,0.40129,0.384649,28.1307,5.242
Kota Depok,Jawa Barat,2024,26.77896174863388,31.961475409836066,23.194808743169396,2981.3,7.2896174863387975,80.94262295081967,9.514687795992714,19.050928961748635,4.062103825136612,2.050191256830601,5.748907103825136,0.421396174863388,0.41064754098360656,28.163387978142076,5.624
Kota Depok,Jawa Barat,2025,26.28767123287671,30.996438356164386,23.012328767123286,3276.5,7.997260273972603,82.77534246575343,9.16752691780822,18.422027397260273,3.852465753424658,1.745041095890411,5.772602739726027,0.3930219178082192,0.4207835616438356,27.32246575342466,5.369
Kota Kediri,Jawa Timur,2018,26.35095890410959,31.061917808219178,23.2813698630137,1255.0,4.846575342465753,77.37534246575342,9.994038378995434,19.14742465753425,4.544027397260273,2.0325205479452055,14.391506849315068,0.24705205479452055,0.23927671232876713,28.353698630136986,6.452
Kota Kediri,Jawa Timur,2019,26.563,31.7351,23.3255,1938.3,5.6137,77.2055,10.1462,19.9656,4.76323,2.20553,14.3482,0.24729,0.232011,28.6455,5.038
Kota Kediri,Jawa Timur,2020,26.4615,30.7216,23.6811,2414.8,8.041,81.7678,9.5646,18.4014,4.11997,1.67784,12.6429,0.29706,0.27912,27.8167,6.099
Kota Kediri,Jawa Timur,2021,26.2668,30.5471,23.4619,2381.9,7.7342,81.8,9.2632,18.2036,4.03819,1.66633,12.3071,0.300244,0.286636,27.4592,5.495
Kota Kediri,Jawa Timur,2022,25.8827,30.0827,23.2,3010.9,7.3397,83.4575,9.0228,18.4712,3.93592,1.42542,11.9838,0.340589,0.331452,26.8923,5.47
Kota Kediri,Jawa Timur,2023,26.649,31.5101,23.5066,1746.8,4.9452,76.874,10.0536,20.1407,4.79688,2.08285,14.709,0.245189,0.236066,28.3351,5.443
Kota Kediri,Jawa Timur,2024,27.016120218579236,31.833333333333332,24.02950819672131,2059.3,6.163934426229508,78.50546448087432,9.784486012446873,19.729016393442624,4.629617486338798,2.009562841530055,13.443169398907104,0.25759562841530054,0.23620765027322405,28.59426229508197,6.319
Kota Kediri,Jawa Timur,2025,26.318356164383562,30.832876712328765,23.538630136986303,2084.5,6.767123287671233,81.91232876712328,9.472334101978692,18.874602739726026,4.125616438356164,1.7147671232876711,11.089863013698631,0.2585178082191781,0.28446027397260276,27.344657534246572,5.902
Kota Madiun,Jawa Timur,2018,27.44219178082192,32.726301369863016,23.672328767123286,1114.7,4.254794520547946,70.9945205479452,10.066015540334856,19.747479452054794,4.95358904109589,2.663095890410959,11.176712328767124,0.3505205479452055,0.32830958904109586,30.433698630136984,6.23
Kota Madiun,Jawa Timur,2019,27.5088,33.0668,23.526,1635.7,5.0822,71.3781,10.1813,20.3461,5.00074,2.74301,10.1296,0.332359,0.312036,30.6479,6.342
Kota Madiun,Jawa Timur,2020,27.5311,32.444,24.0858,2019.6,7.0191,75.4481,9.5794,18.5939,4.47374,2.3438,9.3475,0.372123,0.319068,29.9544,6.555
Kota Madiun,Jawa Timur,2021,27.0408,31.7438,23.686,2315.6,6.863,77.4329,9.2767,18.4118,4.27471,2.08427,9.134,0.395956,0.385901,28.9926,6.058
Kota Madiun,Jawa Timur,2022,26.6718,31.4616,23.4225,2786.0,6.7671,79.1534,9.0698,18.5836,4.17942,1.91975,8.7077,0.412674,0.393534,28.4458,5.219
Kota Madiun,Jawa Timur,2023,27.5888,33.0258,23.6353,1474.3,4.2767,71.3781,10.0852,20.5672,5.06159,2.67658,10.8449,0.349975,0.337142,30.109,5.52
Kota Madiun,Jawa Timur,2024,27.756830601092897,33.0827868852459,24.028415300546445,1946.8,5.418032786885246,74.41803278688525,9.827877504553735,19.932704918032787,4.800573770491804,2.4781967213114755,9.756830601092895,0.37344808743169394,0.35921857923497263,30.040983606557376,5.758
Kota Madiun,Jawa Timur,2025,26.80767123287671,31.698630136986303,23.499178082191783,2199.7,6.438356164383562,79.53972602739726,9.490744193302891,18.98180821917808,4.200246575342465,1.995068493150685,7.567945205479453,0.3653205479452055,0.3759369863013699,28.140547945205476,5.706
Kota Magelang,Jawa Tengah,2018,23.424109589041095,27.807397260273973,20.04904109589041,2731.6,8.756164383561643,84.11780821917809,9.38461601217656,17.788027397260276,3.553342465753425,1.3406849315068494,7.227671232876712,0.41546301369863015,0.407345205479452,24.52082191780822,5.198
Kota Magelang,Jawa Tengah,2019,23.7332,28.5682,20.1025,2585.5,9.8247,83.5288,9.6902,18.7181,3.78984,1.54252,6.9715,0.406288,0.394537,24.8959,5.916
Kota Magelang,Jawa Tengah,2020,23.6915,27.4664,20.6549,3385.1,12.4645,88.224,8.9323,17.2242,3.32708,1.0256,6.3776,0.474142,0.469109,24.0607,5.781
Kota Magelang,Jawa Tengah,2021,23.5605,27.4512,20.5005,2754.0,11.3699,87.2521,8.8015,17.0266,3.30816,1.07896,6.6132,0.457899,0.440071,23.969,5.165
Kota Magelang,Jawa Tengah,2022,23.3285,27.1888,20.3047,3558.1,10.4055,88.2904,8.3176,16.7932,3.21679,0.95704,6.4795,0.47386,0.470964,23.7312,5.154
Kota Magelang,Jawa Tengah,2023,23.6403,28.1142,20.1184,1956.8,7.9151,84.274,9.4798,18.9892,3.75266,1.34595,7.2652,0.408797,0.403948,24.3447,5.234
Kota Magelang,Jawa Tengah,2024,23.974316939890713,28.304098360655736,20.584153005464483,2524.7,9.065573770491802,86.05191256830601,9.307775455373406,18.46762295081967,3.6234699453551915,1.227049180327869,6.369672131147541,0.4420273224043716,0.4382213114754099,24.409562841530054,5.023
Kota Magelang,Jawa Tengah,2025,23.80164383561644,28.58082191780822,20.57013698630137,2578.1,9.726027397260275,85.44657534246575,8.85118806697108,17.544465753424657,3.5038356164383564,1.4196986301369865,5.672876712328767,0.45434794520547944,0.4535835616438356,24.033150684931506,4.876
Kota Malang,Jawa Timur,2018,23.89698630136986,28.153424657534245,21.008767123287672,2476.1,7.506849315068493,80.79452054794521,9.403246392694065,17.758520547945203,3.6310684931506847,1.550986301369863,5.795890410958904,0.2797178082191781,0.2703369863013699,26.153150684931507,6.381
Kota Malang,Jawa Timur,2019,24.1293,28.7085,21.023,2714.5,6.8904,79.7836,9.8838,19.1173,3.92614,1.69236,5.7488,0.273255,0.268296,26.551,6.888
Kota Malang,Jawa Timur,2020,24.0781,27.7388,21.4803,3157.1,9.3798,84.4754,9.2732,17.5086,3.49333,1.22839,5.2303,0.324598,0.315055,25.6484,6.743
